country,confirmed,deaths,recovered,active,date
Germany,33312373,149948,0,33162425,2022-09-29T00:00:00Z
Germany,33386229,150064,0,33236165,2022-09-30T00:00:00Z
Germany,33386229,150064,0,33236165,2022-10-01T00:00:00Z
Germany,33386229,150064,0,33236165,2022-10-02T00:00:00Z
Germany,33386229,150064,0,33236165,2022-10-03T00:00:00Z
Germany,33519761,150192,0,33369569,2022-10-04T00:00:00Z
Germany,33652255,150289,0,33501966,2022-10-05T00:00:00Z
Germany,33826367,150406,0,33675961,2022-10-06T00:00:00Z
Germany,33948632,150535,0,33798097,2022-10-07T00:00:00Z
Germany,33948632,150535,0,33798097,2022-10-08T00:00:00Z
Germany,33948632,150535,0,33798097,2022-10-09T00:00:00Z
Germany,34121168,150720,0,33970448,2022-10-10T00:00:00Z
Germany,34257916,150919,0,34106997,2022-10-11T00:00:00Z
Germany,34403129,151095,0,34252034,2022-10-12T00:00:00Z
Germany,34517327,151260,0,34366067,2022-10-13T00:00:00Z
Germany,34608835,151420,0,34457415,2022-10-14T00:00:00Z
Germany,34608837,151420,0,34457417,2022-10-15T00:00:00Z
Germany,34608837,151420,0,34457417,2022-10-16T00:00:00Z
Germany,34758889,151629,0,34607260,2022-10-17T00:00:00Z
Germany,34888963,151877,0,34737086,2022-10-18T00:00:00Z
Germany,35005769,152100,0,34853669,2022-10-19T00:00:00Z
Germany,35098062,152278,0,34945784,2022-10-20T00:00:00Z
Germany,35172693,152482,0,35020211,2022-10-21T00:00:00Z
Germany,35172694,152482,0,35020212,2022-10-22T00:00:00Z
Germany,35172694,152482,0,35020212,2022-10-23T00:00:00Z
Germany,35288228,152755,0,35135473,2022-10-24T00:00:00Z
Germany,35383015,152997,0,35230018,2022-10-25T00:00:00Z
Germany,35461920,153193,0,35308727,2022-10-26T00:00:00Z
Germany,35523412,153377,0,35370035,2022-10-27T00:00:00Z
Germany,35571130,153544,0,35417586,2022-10-28T00:00:00Z
Germany,35571130,153544,0,35417586,2022-10-29T00:00:00Z
Germany,35571131,153544,0,35417587,2022-10-30T00:00:00Z
Germany,35619687,153694,0,35465993,2022-10-31T00:00:00Z
Germany,35649648,153814,0,35495834,2022-11-01T00:00:00Z
Germany,35728277,154095,0,35574182,2022-11-02T00:00:00Z
Poland,0,0,0,0,2020-01-22T00:00:00Z
Poland,0,0,0,0,2020-01-23T00:00:00Z
Poland,0,0,0,0,2020-01-24T00:00:00Z
Poland,0,0,0,0,2020-01-25T00:00:00Z
Poland,0,0,0,0,2020-01-26T00:00:00Z
Poland,0,0,0,0,2020-01-27T00:00:00Z
Poland,0,0,0,0,2020-01-28T00:00:00Z
Poland,0,0,0,0,2020-01-29T00:00:00Z
Poland,0,0,0,0,2020-01-30T00:00:00Z
Poland,0,0,0,0,2020-01-31T00:00:00Z
Poland,0,0,0,0,2020-02-01T00:00:00Z
Poland,0,0,0,0,2020-02-02T00:00:00Z
Poland,0,0,0,0,2020-02-03T00:00:00Z
Poland,0,0,0,0,2020-02-04T00:00:00Z
Poland,0,0,0,0,2020-02-05T00:00:00Z
Poland,0,0,0,0,2020-02-06T00:00:00Z
Poland,0,0,0,0,2020-02-07T00:00:00Z
Poland,0,0,0,0,2020-02-08T00:00:00Z
Poland,0,0,0,0,2020-02-09T00:00:00Z
Poland,0,0,0,0,2020-02-10T00:00:00Z
Poland,0,0,0,0,2020-02-11T00:00:00Z
Poland,0,0,0,0,2020-02-12T00:00:00Z
Poland,0,0,0,0,2020-02-13T00:00:00Z
Poland,0,0,0,0,2020-02-14T00:00:00Z
Poland,0,0,0,0,2020-02-15T00:00:00Z
Poland,0,0,0,0,2020-02-16T00:00:00Z
Poland,0,0,0,0,2020-02-17T00:00:00Z
Poland,0,0,0,0,2020-02-18T00:00:00Z
Poland,0,0,0,0,2020-02-19T00:00:00Z
Poland,0,0,0,0,2020-02-20T00:00:00Z
Poland,0,0,0,0,2020-02-21T00:00:00Z
Poland,0,0,0,0,2020-02-22T00:00:00Z
Poland,0,0,0,0,2020-02-23T00:00:00Z
Poland,0,0,0,0,2020-02-24T00:00:00Z
Poland,0,0,0,0,2020-02-25T00:00:00Z
Poland,0,0,0,0,2020-02-26T00:00:00Z
Poland,0,0,0,0,2020-02-27T00:00:00Z
Poland,0,0,0,0,2020-02-28T00:00:00Z
Poland,0,0,0,0,2020-02-29T00:00:00Z
Poland,0,0,0,0,2020-03-01T00:00:00Z
Poland,0,0,0,0,2020-03-02T00:00:00Z
Poland,0,0,0,0,2020-03-03T00:00:00Z
Poland,1,0,0,1,2020-03-04T00:00:00Z
Poland,1,0,0,1,2020-03-05T00:00:00Z
Poland,5,0,0,5,2020-03-06T00:00:00Z
Poland,5,0,0,5,2020-03-07T00:00:00Z
Poland,11,0,0,11,2020-03-08T00:00:00Z
Poland,16,0,0,16,2020-03-09T00:00:00Z
Poland,22,0,0,22,2020-03-10T00:00:00Z
Poland,31,0,0,31,2020-03-11T00:00:00Z
Poland,49,1,0,48,2020-03-12T00:00:00Z
Poland,68,2,0,66,2020-03-13T00:00:00Z
Poland,103,3,0,100,2020-03-14T00:00:00Z
Poland,119,3,0,116,2020-03-15T00:00:00Z
Poland,177,4,13,160,2020-03-16T00:00:00Z
Poland,238,5,13,220,2020-03-17T00:00:00Z
Poland,251,5,13,233,2020-03-18T00:00:00Z
Poland,355,5,1,349,2020-03-19T00:00:00Z
Poland,425,5,1,419,2020-03-20T00:00:00Z
Poland,536,5,1,530,2020-03-21T00:00:00Z
Poland,634,7,1,626,2020-03-22T00:00:00Z
Poland,749,8,1,740,2020-03-23T00:00:00Z
Poland,901,10,1,890,2020-03-24T00:00:00Z
Poland,1051,14,7,1030,2020-03-25T00:00:00Z
Poland,1221,16,7,1198,2020-03-26T00:00:00Z
Poland,1389,16,7,1366,2020-03-27T00:00:00Z
Poland,1638,18,7,1613,2020-03-28T00:00:00Z
Poland,1862,22,7,1833,2020-03-29T00:00:00Z
Poland,2055,31,7,2017,2020-03-30T00:00:00Z
Poland,2311,33,7,2271,2020-03-31T00:00:00Z
Poland,2554,43,47,2464,2020-04-01T00:00:00Z
Poland,2946,57,56,2833,2020-04-02T00:00:00Z
Poland,3383,71,56,3256,2020-04-03T00:00:00Z
Poland,3627,79,116,3432,2020-04-04T00:00:00Z
Poland,4102,94,134,3874,2020-04-05T00:00:00Z
Poland,4413,107,162,4144,2020-04-06T00:00:00Z
Poland,4848,129,191,4528,2020-04-07T00:00:00Z
Poland,5205,159,222,4824,2020-04-08T00:00:00Z
Poland,5575,174,284,5117,2020-04-09T00:00:00Z
Poland,5955,181,318,5456,2020-04-10T00:00:00Z
Poland,6356,208,375,5773,2020-04-11T00:00:00Z
Poland,6674,232,439,6003,2020-04-12T00:00:00Z
Poland,6934,245,487,6202,2020-04-13T00:00:00Z
Poland,7202,263,618,6321,2020-04-14T00:00:00Z
Poland,7582,286,668,6628,2020-04-15T00:00:00Z
Poland,7918,314,774,6830,2020-04-16T00:00:00Z
Poland,8379,332,866,7181,2020-04-17T00:00:00Z
Poland,8742,347,981,7414,2020-04-18T00:00:00Z
Poland,9287,360,1040,7887,2020-04-19T00:00:00Z
Poland,9593,380,1133,8080,2020-04-20T00:00:00Z
Poland,9856,401,1297,8158,2020-04-21T00:00:00Z
Poland,10169,426,1513,8230,2020-04-22T00:00:00Z
Poland,10511,454,1740,8317,2020-04-23T00:00:00Z
Poland,10892,494,1944,8454,2020-04-24T00:00:00Z
Poland,11273,524,2126,8623,2020-04-25T00:00:00Z
Poland,11617,535,2265,8817,2020-04-26T00:00:00Z
Poland,11902,562,2466,8874,2020-04-27T00:00:00Z
Poland,12218,596,2655,8967,2020-04-28T00:00:00Z
Poland,12640,624,3025,8991,2020-04-29T00:00:00Z
Poland,12877,644,3236,8997,2020-04-30T00:00:00Z
Poland,13105,651,3491,8963,2020-05-01T00:00:00Z
Poland,13375,664,3762,8949,2020-05-02T00:00:00Z
Poland,13693,678,3945,9070,2020-05-03T00:00:00Z
Poland,14006,698,4095,9213,2020-05-04T00:00:00Z
Poland,14431,716,4280,9435,2020-05-05T00:00:00Z
Poland,14740,733,4655,9352,2020-05-06T00:00:00Z
Poland,15047,755,4862,9430,2020-05-07T00:00:00Z
Poland,15366,776,5184,9406,2020-05-08T00:00:00Z
Poland,15651,785,5437,9429,2020-05-09T00:00:00Z
Poland,15996,800,5698,9498,2020-05-10T00:00:00Z
Poland,16326,811,5816,9699,2020-05-11T00:00:00Z
Poland,16921,839,6131,9951,2020-05-12T00:00:00Z
Poland,17204,861,6410,9933,2020-05-13T00:00:00Z
Poland,17615,883,6696,10036,2020-05-14T00:00:00Z
Poland,18016,907,6918,10191,2020-05-15T00:00:00Z
Poland,18257,915,7175,10167,2020-05-16T00:00:00Z
Poland,18529,925,7451,10153,2020-05-17T00:00:00Z
Poland,18885,936,7628,10321,2020-05-18T00:00:00Z
Poland,19268,948,7903,10417,2020-05-19T00:00:00Z
Poland,19739,962,8183,10594,2020-05-20T00:00:00Z
Poland,20143,972,8452,10719,2020-05-21T00:00:00Z
Poland,20619,982,8731,10906,2020-05-22T00:00:00Z
Poland,20931,993,8977,10961,2020-05-23T00:00:00Z
Poland,21326,996,9194,11136,2020-05-24T00:00:00Z
Poland,21631,1007,9276,11348,2020-05-25T00:00:00Z
Poland,22074,1024,10020,11030,2020-05-26T00:00:00Z
Poland,22473,1028,10330,11115,2020-05-27T00:00:00Z
Poland,22825,1038,10560,11227,2020-05-28T00:00:00Z
Poland,23155,1051,10692,11412,2020-05-29T00:00:00Z
Poland,23571,1061,11016,11494,2020-05-30T00:00:00Z
Poland,23786,1064,11271,11451,2020-05-31T00:00:00Z
Poland,24165,1074,11449,11642,2020-06-01T00:00:00Z
Poland,24395,1092,11726,11577,2020-06-02T00:00:00Z
Poland,24687,1115,12014,11558,2020-06-03T00:00:00Z
Poland,25048,1117,12227,11704,2020-06-04T00:00:00Z
Poland,25410,1137,12410,11863,2020-06-05T00:00:00Z
Poland,25986,1153,12641,12192,2020-06-06T00:00:00Z
Poland,26561,1157,12855,12549,2020-06-07T00:00:00Z
Poland,27160,1166,12998,12996,2020-06-08T00:00:00Z
Poland,27560,1183,13196,13181,2020-06-09T00:00:00Z
Poland,27842,1206,13411,13225,2020-06-10T00:00:00Z
Poland,28201,1215,13696,13290,2020-06-11T00:00:00Z
Poland,28577,1222,13805,13550,2020-06-12T00:00:00Z
Poland,29017,1237,14104,13676,2020-06-13T00:00:00Z
Poland,29392,1247,14226,13919,2020-06-14T00:00:00Z
Poland,29788,1256,14383,14149,2020-06-15T00:00:00Z
Poland,30195,1272,14654,14269,2020-06-16T00:00:00Z
Poland,30701,1286,14921,14494,2020-06-17T00:00:00Z
Poland,31015,1316,15317,14382,2020-06-18T00:00:00Z
Poland,31316,1334,15698,14284,2020-06-19T00:00:00Z
Poland,31620,1346,16181,14093,2020-06-20T00:00:00Z
Poland,31931,1356,16683,13892,2020-06-21T00:00:00Z
Poland,32227,1359,17076,13792,2020-06-22T00:00:00Z
Poland,32527,1375,17573,13579,2020-06-23T00:00:00Z
Poland,32821,1396,18134,13291,2020-06-24T00:00:00Z
Poland,33119,1412,18654,13053,2020-06-25T00:00:00Z
Poland,33395,1429,19218,12748,2020-06-26T00:00:00Z
Poland,33714,1435,19972,12307,2020-06-27T00:00:00Z
Poland,33907,1438,20548,11921,2020-06-28T00:00:00Z
Poland,34154,1444,20897,11813,2020-06-29T00:00:00Z
Poland,34393,1463,21281,11649,2020-06-30T00:00:00Z
Poland,34775,1477,21791,11507,2020-07-01T00:00:00Z
Poland,35146,1492,22209,11445,2020-07-02T00:00:00Z
Poland,35405,1507,22651,11247,2020-07-03T00:00:00Z
Poland,35719,1512,23127,11080,2020-07-04T00:00:00Z
Poland,35950,1517,23746,10687,2020-07-05T00:00:00Z
Poland,36155,1521,23966,10668,2020-07-06T00:00:00Z
Poland,36412,1528,24238,10646,2020-07-07T00:00:00Z
Poland,36689,1542,24878,10269,2020-07-08T00:00:00Z
Poland,36951,1551,25477,9923,2020-07-09T00:00:00Z
Poland,37216,1562,26048,9606,2020-07-10T00:00:00Z
Poland,37521,1568,26635,9318,2020-07-11T00:00:00Z
Poland,37891,1571,27148,9172,2020-07-12T00:00:00Z
Poland,38190,1576,27515,9099,2020-07-13T00:00:00Z
Poland,38457,1588,27756,9113,2020-07-14T00:00:00Z
Poland,38721,1594,28492,8635,2020-07-15T00:00:00Z
Poland,39054,1605,28928,8521,2020-07-16T00:00:00Z
Poland,39407,1612,29505,8290,2020-07-17T00:00:00Z
Poland,39746,1618,29924,8204,2020-07-18T00:00:00Z
Poland,40104,1624,30292,8188,2020-07-19T00:00:00Z
Poland,40383,1627,30539,8217,2020-07-20T00:00:00Z
Poland,40782,1636,30771,8375,2020-07-21T00:00:00Z
Poland,41162,1642,31139,8381,2020-07-22T00:00:00Z
Poland,41580,1651,31541,8388,2020-07-23T00:00:00Z
Poland,42038,1655,31997,8386,2020-07-24T00:00:00Z
Poland,42622,1664,32419,8539,2020-07-25T00:00:00Z
Poland,43065,1671,32753,8641,2020-07-26T00:00:00Z
Poland,43402,1676,32856,8870,2020-07-27T00:00:00Z
Poland,43904,1682,33043,9179,2020-07-28T00:00:00Z
Poland,44416,1694,33190,9532,2020-07-29T00:00:00Z
Poland,45031,1709,33643,9679,2020-07-30T00:00:00Z
Poland,45688,1716,33987,9985,2020-07-31T00:00:00Z
Poland,46346,1721,34374,10251,2020-08-01T00:00:00Z
Poland,46894,1731,34709,10454,2020-08-02T00:00:00Z
Poland,47469,1732,34881,10856,2020-08-03T00:00:00Z
Poland,48149,1738,35056,11355,2020-08-04T00:00:00Z
Poland,48789,1756,35321,11712,2020-08-05T00:00:00Z
Poland,49515,1774,35642,12099,2020-08-06T00:00:00Z
Poland,50324,1787,36041,12496,2020-08-07T00:00:00Z
Poland,51167,1800,36403,12964,2020-08-08T00:00:00Z
Poland,51791,1807,36691,13293,2020-08-09T00:00:00Z
Poland,52410,1809,36877,13724,2020-08-10T00:00:00Z
Poland,52961,1821,37150,13990,2020-08-11T00:00:00Z
Poland,53676,1830,37611,14235,2020-08-12T00:00:00Z
Poland,54487,1844,37961,14682,2020-08-13T00:00:00Z
Poland,55319,1858,38362,15099,2020-08-14T00:00:00Z
Poland,56090,1869,38853,15368,2020-08-15T00:00:00Z
Poland,56684,1877,39130,15677,2020-08-16T00:00:00Z
Poland,57279,1885,39359,16035,2020-08-17T00:00:00Z
Poland,57876,1896,39643,16337,2020-08-18T00:00:00Z
Poland,58611,1913,40099,16599,2020-08-19T00:00:00Z
Poland,59378,1925,40481,16972,2020-08-20T00:00:00Z
Poland,60281,1938,41029,17314,2020-08-21T00:00:00Z
Poland,61181,1951,41661,17569,2020-08-22T00:00:00Z
Poland,61762,1955,42183,17624,2020-08-23T00:00:00Z
Poland,62310,1960,42448,17902,2020-08-24T00:00:00Z
Poland,63073,1977,42784,18312,2020-08-25T00:00:00Z
Poland,63802,1994,43399,18409,2020-08-26T00:00:00Z
Poland,64689,2010,44097,18582,2020-08-27T00:00:00Z
Poland,65480,2018,44785,18677,2020-08-28T00:00:00Z
Poland,66239,2032,45536,18671,2020-08-29T00:00:00Z
Poland,66870,2033,46192,18645,2020-08-30T00:00:00Z
Poland,67372,2039,46638,18695,2020-08-31T00:00:00Z
Poland,67922,2058,47030,18834,2020-09-01T00:00:00Z
Poland,68517,2078,47865,18574,2020-09-02T00:00:00Z
Poland,69129,2092,48593,18444,2020-09-03T00:00:00Z
Poland,69820,2100,49820,17900,2020-09-04T00:00:00Z
Poland,70387,2113,52346,15928,2020-09-05T00:00:00Z
Poland,70824,2120,54256,14448,2020-09-06T00:00:00Z
Poland,71126,2124,55113,13889,2020-09-07T00:00:00Z
Poland,71526,2136,55910,13480,2020-09-08T00:00:00Z
Poland,71947,2147,57135,12665,2020-09-09T00:00:00Z
Poland,72453,2159,58069,12225,2020-09-10T00:00:00Z
Poland,73047,2169,58848,12030,2020-09-11T00:00:00Z
Poland,73650,2182,59725,11743,2020-09-12T00:00:00Z
Poland,74152,2188,60659,11305,2020-09-13T00:00:00Z
Poland,74529,2203,61097,11229,2020-09-14T00:00:00Z
Poland,75134,2227,61548,11359,2020-09-15T00:00:00Z
Poland,75734,2237,62110,11387,2020-09-16T00:00:00Z
Poland,76571,2253,62725,11593,2020-09-17T00:00:00Z
Poland,77328,2270,63312,11746,2020-09-18T00:00:00Z
Poland,78330,2282,63861,12187,2020-09-19T00:00:00Z
Poland,79240,2293,64302,12645,2020-09-20T00:00:00Z
Poland,79988,2298,64604,13086,2020-09-21T00:00:00Z
Poland,80699,2316,64972,13411,2020-09-22T00:00:00Z
Poland,81673,2344,65561,13768,2020-09-23T00:00:00Z
Poland,82809,2369,66158,14282,2020-09-24T00:00:00Z
Poland,84396,2392,66740,15264,2020-09-25T00:00:00Z
Poland,85980,2424,67326,16230,2020-09-26T00:00:00Z
Poland,87330,2432,67904,16994,2020-09-27T00:00:00Z
Poland,88636,2447,68420,17769,2020-09-28T00:00:00Z
Poland,89962,2483,68955,18524,2020-09-29T00:00:00Z
Poland,91514,2513,69695,19306,2020-09-30T00:00:00Z
Poland,93481,2543,70401,20537,2020-10-01T00:00:00Z
Poland,95773,2570,71353,21850,2020-10-02T00:00:00Z
Poland,98140,2604,72209,23327,2020-10-03T00:00:00Z
Poland,100074,2630,73003,24441,2020-10-04T00:00:00Z
Poland,102080,2659,73552,25869,2020-10-05T00:00:00Z
Poland,104316,2717,74158,27441,2020-10-06T00:00:00Z
Poland,107319,2792,75346,29181,2020-10-07T00:00:00Z
Poland,111599,2867,76490,32242,2020-10-08T00:00:00Z
Poland,116338,2919,77875,35544,2020-10-09T00:00:00Z
Poland,121638,2972,78982,39684,2020-10-10T00:00:00Z
Poland,125816,3004,80302,42510,2020-10-11T00:00:00Z
Poland,130210,3039,81201,45970,2020-10-12T00:00:00Z
Poland,135278,3101,82004,50173,2020-10-13T00:00:00Z
Poland,141804,3217,83847,54740,2020-10-14T00:00:00Z
Poland,149903,3308,85588,61007,2020-10-15T00:00:00Z
Poland,157608,3440,87773,66395,2020-10-16T00:00:00Z
Poland,167230,3524,90162,73544,2020-10-17T00:00:00Z
Poland,175766,3573,92651,79542,2020-10-18T00:00:00Z
Poland,183248,3614,94014,85620,2020-10-19T00:00:00Z
Poland,192539,3721,95956,92862,2020-10-20T00:00:00Z
Poland,202579,3851,98884,99844,2020-10-21T00:00:00Z
Poland,214686,4019,102204,108463,2020-10-22T00:00:00Z
Poland,228318,4172,105092,119054,2020-10-23T00:00:00Z
Poland,241946,4351,109344,128251,2020-10-24T00:00:00Z
Poland,253688,4438,112619,136631,2020-10-25T00:00:00Z
Poland,263929,4483,115302,144144,2020-10-26T00:00:00Z
Poland,280229,4615,119237,156377,2020-10-27T00:00:00Z
Poland,299049,4849,123504,170696,2020-10-28T00:00:00Z
Poland,319205,5149,129267,184789,2020-10-29T00:00:00Z
Poland,340834,5351,134724,200759,2020-10-30T00:00:00Z
Poland,362731,5631,140280,216820,2020-10-31T00:00:00Z
Poland,379902,5783,146595,227524,2020-11-01T00:00:00Z
Poland,395480,5875,154413,235192,2020-11-02T00:00:00Z
Poland,414844,6102,159986,248756,2020-11-03T00:00:00Z
Poland,439536,6475,168960,264101,2020-11-04T00:00:00Z
Poland,466679,6842,177681,282156,2020-11-05T00:00:00Z
Poland,493765,7287,188675,297803,2020-11-06T00:00:00Z
Poland,521640,7636,200510,313494,2020-11-07T00:00:00Z
Poland,546425,7872,209363,329190,2020-11-08T00:00:00Z
Poland,568138,8045,219371,340722,2020-11-09T00:00:00Z
Poland,593592,8375,230661,354556,2020-11-10T00:00:00Z
Poland,618813,8805,242875,367133,2020-11-11T00:00:00Z
Poland,641496,9080,254349,378067,2020-11-12T00:00:00Z
Poland,665547,9499,267580,388468,2020-11-13T00:00:00Z
Poland,691118,10045,282215,398858,2020-11-14T00:00:00Z
Poland,712972,10348,294783,407841,2020-11-15T00:00:00Z
Poland,733788,10491,306022,417275,2020-11-16T00:00:00Z
Poland,752940,10848,324282,417810,2020-11-17T00:00:00Z
Poland,772823,11451,342883,418489,2020-11-18T00:00:00Z
Poland,796798,12088,361886,422824,2020-11-19T00:00:00Z
Poland,819262,12714,381800,424748,2020-11-20T00:00:00Z
Poland,843475,13288,407075,423112,2020-11-21T00:00:00Z
Poland,861331,13618,423971,423742,2020-11-22T00:00:00Z
Poland,876333,13774,438868,423691,2020-11-23T00:00:00Z
Poland,909066,14314,454717,440035,2020-11-24T00:00:00Z
Poland,924422,14988,469527,439907,2020-11-25T00:00:00Z
Poland,941112,15568,494869,430675,2020-11-26T00:00:00Z
Poland,958416,16147,516636,425633,2020-11-27T00:00:00Z
Poland,973593,16746,538273,418574,2020-11-28T00:00:00Z
Poland,985075,17029,559429,408617,2020-11-29T00:00:00Z
Poland,990811,17150,577514,396147,2020-11-30T00:00:00Z
Poland,999924,17599,597589,384736,2020-12-01T00:00:00Z
Poland,1013747,18208,622980,372559,2020-12-02T00:00:00Z
Poland,1028610,18828,646560,363222,2020-12-03T00:00:00Z
Poland,1041846,19359,666413,356074,2020-12-04T00:00:00Z
Poland,1054273,19861,687910,346502,2020-12-05T00:00:00Z
Poland,1063449,20089,706720,336640,2020-12-06T00:00:00Z
Poland,1067870,20181,722446,325243,2020-12-07T00:00:00Z
Poland,1076180,20592,738845,316743,2020-12-08T00:00:00Z
Poland,1088346,21160,768241,298945,2020-12-09T00:00:00Z
Poland,1102096,21630,792119,288347,2020-12-10T00:00:00Z
Poland,1115201,22174,815356,277671,2020-12-11T00:00:00Z
Poland,1126700,22676,840541,263483,2020-12-12T00:00:00Z
Poland,1135676,22864,858895,253917,2020-12-13T00:00:00Z
Poland,1140572,22960,869155,248457,2020-12-14T00:00:00Z
Poland,1147446,23309,879748,244389,2020-12-15T00:00:00Z
Poland,1159901,23914,892650,243337,2020-12-16T00:00:00Z
Poland,1171854,24345,903349,244160,2020-12-17T00:00:00Z
Poland,1182864,24771,915576,242517,2020-12-18T00:00:00Z
Poland,1194110,25254,927723,241133,2020-12-19T00:00:00Z
Poland,1202700,25397,938269,239034,2020-12-20T00:00:00Z
Poland,1207333,25474,946017,235842,2020-12-21T00:00:00Z
Poland,1214525,25783,954272,234470,2020-12-22T00:00:00Z
Poland,1226883,26255,965178,235450,2020-12-23T00:00:00Z
Poland,1239998,26752,975876,237370,2020-12-24T00:00:00Z
Poland,1249079,26992,984683,237404,2020-12-25T00:00:00Z
Poland,1253957,27061,992381,234515,2020-12-26T00:00:00Z
Poland,1257799,27118,999610,231071,2020-12-27T00:00:00Z
Poland,1261010,27147,1005376,228487,2020-12-28T00:00:00Z
Poland,1268634,27454,1014005,227175,2020-12-29T00:00:00Z
Poland,1281414,28019,1025889,227506,2020-12-30T00:00:00Z
Poland,1294878,28554,1036138,230186,2020-12-31T00:00:00Z
Poland,1305774,28956,1046281,230537,2021-01-01T00:00:00Z
Poland,1312780,29058,1055436,228286,2021-01-02T00:00:00Z
Poland,1318562,29119,1063093,226350,2021-01-03T00:00:00Z
Poland,1322947,29161,1069554,224232,2021-01-04T00:00:00Z
Poland,1330543,29502,1078892,222149,2021-01-05T00:00:00Z
Poland,1344763,30055,1087744,226964,2021-01-06T00:00:00Z
Poland,1356882,30241,1095616,231025,2021-01-07T00:00:00Z
Poland,1365645,30574,1104599,230472,2021-01-08T00:00:00Z
Poland,1376389,31011,1113738,231640,2021-01-09T00:00:00Z
Poland,1385522,31189,1123318,231015,2021-01-10T00:00:00Z
Poland,1390385,31264,1130460,228661,2021-01-11T00:00:00Z
Poland,1395779,31593,1138126,226060,2021-01-12T00:00:00Z
Poland,1404905,32074,1147123,225708,2021-01-13T00:00:00Z
Poland,1414362,32456,1155823,226083,2021-01-14T00:00:00Z
Poland,1422320,32844,1164650,224826,2021-01-15T00:00:00Z
Poland,1429612,33213,1173087,223312,2021-01-16T00:00:00Z
Poland,1435582,33355,1181326,220901,2021-01-17T00:00:00Z
Poland,1438914,33407,1187719,217788,2021-01-18T00:00:00Z
Poland,1443804,33698,1197034,213072,2021-01-19T00:00:00Z
Poland,1450747,34141,1207359,209247,2021-01-20T00:00:00Z
Poland,1457755,34561,1215732,207462,2021-01-21T00:00:00Z
Poland,1464448,34908,1215732,213808,2021-01-22T00:00:00Z
Poland,1470879,35253,1222782,212844,2021-01-23T00:00:00Z
Poland,1475445,35363,1230446,209636,2021-01-24T00:00:00Z
Poland,1478119,35401,1237736,204982,2021-01-25T00:00:00Z
Poland,1482722,35665,1243575,203482,2021-01-26T00:00:00Z
Poland,1489512,36054,1246267,207191,2021-01-27T00:00:00Z
Poland,1496665,36443,1250892,209330,2021-01-28T00:00:00Z
Poland,1502810,36780,1257352,208678,2021-01-29T00:00:00Z
Poland,1508674,37082,1264574,207018,2021-01-30T00:00:00Z
Poland,1513385,37180,1270467,205738,2021-01-31T00:00:00Z
Poland,1515889,37222,1276636,202031,2021-02-01T00:00:00Z
Poland,1520215,37476,1281396,201343,2021-02-02T00:00:00Z
Poland,1527016,37897,1283698,205421,2021-02-03T00:00:00Z
Poland,1533511,38344,1288163,207004,2021-02-04T00:00:00Z
Poland,1539564,38712,1294687,206165,2021-02-05T00:00:00Z
Poland,1545530,38994,1301571,204965,2021-02-06T00:00:00Z
Poland,1550255,39087,1307161,204007,2021-02-07T00:00:00Z
Poland,1552686,39132,1312856,200698,2021-02-08T00:00:00Z
Poland,1556685,39360,1317474,199851,2021-02-09T00:00:00Z
Poland,1563645,39721,1319635,204289,2021-02-10T00:00:00Z
Poland,1570658,40177,1324101,206380,2021-02-11T00:00:00Z
Poland,1577036,40424,1330127,206485,2021-02-12T00:00:00Z
Poland,1583621,40709,1336467,206445,2021-02-13T00:00:00Z
Poland,1588955,40807,1342031,206117,2021-02-14T00:00:00Z
Poland,1591497,40832,1347670,202995,2021-02-15T00:00:00Z
Poland,1596673,41028,1352443,203202,2021-02-16T00:00:00Z
Poland,1605372,41308,1354598,209466,2021-02-17T00:00:00Z
Poland,1614446,41582,1358666,214198,2021-02-18T00:00:00Z
Poland,1623218,41823,1365216,216179,2021-02-19T00:00:00Z
Poland,1631727,42077,1372326,217324,2021-02-20T00:00:00Z
Poland,1638767,42171,1378414,218182,2021-02-21T00:00:00Z
Poland,1642658,42188,1384373,216097,2021-02-22T00:00:00Z
Poland,1648962,42436,1389516,217010,2021-02-23T00:00:00Z
Poland,1661109,42808,1391981,226320,2021-02-24T00:00:00Z
Poland,1673252,43094,1397342,232816,2021-02-25T00:00:00Z
Poland,1684788,43353,1405552,235883,2021-02-26T00:00:00Z
Poland,1696885,43656,1414461,238768,2021-02-27T00:00:00Z
Poland,1706986,43769,1422829,240388,2021-02-28T00:00:00Z
Poland,1711772,43793,1430861,237118,2021-03-01T00:00:00Z
Poland,1719708,44008,1438032,237668,2021-03-02T00:00:00Z
Poland,1735406,44360,1441479,249567,2021-03-03T00:00:00Z
Poland,1750659,44649,1448619,257391,2021-03-04T00:00:00Z
Poland,1766490,44912,1459564,262014,2021-03-05T00:00:00Z
Poland,1781345,45159,1471608,264578,2021-03-06T00:00:00Z
Poland,1794914,45285,1482568,267061,2021-03-07T00:00:00Z
Poland,1801083,45317,1494083,261683,2021-03-08T00:00:00Z
Poland,1811036,45599,1503353,262084,2021-03-09T00:00:00Z
Poland,1828313,45997,1507905,274411,2021-03-10T00:00:00Z
Poland,1849424,46373,1516540,286511,2021-03-11T00:00:00Z
Poland,1868297,46724,1530484,291089,2021-03-12T00:00:00Z
Poland,1889360,47068,1546151,296141,2021-03-13T00:00:00Z
Poland,1906632,47178,1560227,299227,2021-03-14T00:00:00Z
Poland,1917527,47206,1574455,295866,2021-03-15T00:00:00Z
